,Unnamed: 0,Well ID,S.No,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb),Water Hardness Score,Water Quality,STATE_A&N Islands,STATE_Andhra Pradesh,STATE_Arunachal Pradesh,STATE_Assam,STATE_Bihar,STATE_Chandigarh,STATE_Chhattisgarh,STATE_Delhi,STATE_Gujarat,STATE_Haryana,STATE_Himanchal Pradesh,STATE_Jammu & Kashmir,STATE_Jharkhand,STATE_Madhya Pradesh,STATE_Maharashtra,STATE_Meghalaya,STATE_Odisha,STATE_Punjab,STATE_RAJASTHAN,STATE_TAMIL NADU,STATE_Telangana,STATE_Tripura,STATE_Uttar Pradesh,STATE_Uttrakhand,STATE_West Bengal
500,500,W213215072583001,1207,Bharuch,Anklesvar,Panoli,4.54857676333124e-05,6.089420705099347e-07,0.75,0.0690840719849583,0.0,0.1336814621409921,0.0718457300275482,0.025,0.0194285714285714,0.0037919363108518,0.055005500550055,0.0433925049309664,0.0595340811044003,0.0677214254029276,0.0011862396204033,0.0448430493273542,0.099644128113879,0.0976916500427472,0.6232155163926358,0.3525709948554572,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
501,501,W213700072552501,1208,Bharuch,Anklesvar,Sajod,4.576700151053806e-05,6.080743386264228e-07,1.0,0.0703733548213806,0.296875,0.3185378590078329,0.0406611570247933,0.0142857142857142,0.0171428571428571,0.0037919363108518,0.044004400440044,0.0315581854043392,0.0534943917169974,0.072453053378678,0.0035587188612099,0.0896860986547085,0.2099644128113879,0.0995155314904531,0.6232155163926358,0.2982224695505373,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
502,502,W214200073001501,1209,Bharuch,Bharuch,Bharuch,4.5980337201504285e-05,6.067785039836908e-07,0.75,0.037604082728982,0.203125,0.1211488250652741,0.0250137741046831,0.015,0.0062857142857142,0.0037919363108518,0.0751741840850751,0.0788954635108481,0.0638481449525453,0.019961555522697,0.0071174377224199,0.0,0.192170818505338,0.0529495582787118,0.6232155163926358,0.459016053082556,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503,503,W214100072453002,1210,Bharuch,Bharuch,Mahegam1,4.59618412706048e-05,6.060273917938532e-07,0.75,0.0126242277733011,0.0625,0.0861618798955613,0.0047382920110192,0.0007142857142857,0.0028571428571428,0.0037919363108518,0.0311697836450311,0.0355029585798816,0.0362381363244176,0.004435901227266,0.0035587188612099,0.0,0.0889679715302491,0.0174408663436876,0.6232155163926358,0.2373337553798161,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
504,504,W214228072495001,1211,Bharuch,Bharuch,Navetha,4.607449208819035e-05,6.069531623156121e-07,0.75,0.1398066075745366,0.0,0.3822454308093995,0.1445730027548209,0.02125,0.0045714285714285,0.0037919363108518,0.3116978364503117,0.2761341222879684,0.2295081967213115,0.053970131598403,0.1008303677342823,0.0,0.2348754448398576,0.1982331148475349,0.6232155163926358,1.6313189122772982,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
505,505,W212700072480001,1212,Bharuch,Hansot,Ilav,4.5172328271969714e-05,6.066203893757561e-07,0.75,0.072522159548751,0.0,0.5002610966057441,0.0449586776859504,0.0017857142857142,0.0211428571428571,0.0037919363108518,0.0586725339200586,0.0907297830374753,0.0388265746333045,0.0663906550347478,0.0474495848161328,0.0448430493273542,0.192170818505338,0.1025933314334568,0.6232155163926358,0.3860134135902366,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
506,506,W212930072423001,1213,Bharuch,Hansot,Jetpur1,4.564658992342539e-05,6.067173464466596e-07,0.75,0.1492076282567821,0.375,0.0762402088772846,0.1640771349862259,0.0528571428571428,0.0091428571428571,0.0037919363108518,0.2841950861752842,0.2169625246548323,0.2295081967213115,0.0771846813544285,0.0699881376037959,0.0448430493273542,0.1565836298932384,0.2116272442291251,0.6232155163926358,1.483389918194458,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
507,507,W213115072491501,1214,Bharuch,Hansot,Raymal,4.542460456421967e-05,6.068387122906575e-07,0.75,0.0577491270480795,0.15625,0.1817232375979112,0.0500275482093663,0.0066071428571428,0.0051428571428571,0.0037919363108518,0.0733406674000733,0.0552268244575936,0.0742018981880932,0.0449504657696288,0.0094899169632265,0.0448430493273542,0.0711743772241992,0.0816186947848389,0.6232155163926358,0.4422948437151661,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
508,508,W212822072483501,1215,Bharuch,Hansot,Sahol,4.517020859042484e-05,6.068204057108367e-07,0.75,0.123556271823798,0.0,0.216710182767624,0.1250688705234159,0.0371428571428571,0.0988571428571428,0.0037919363108518,0.2291895856252291,0.2761341222879684,0.1354616048317515,0.0705308295135294,0.0035587188612099,0.0448430493273542,0.1494661921708185,0.1751496152750071,0.6232155163926358,1.2457278855301022,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
509,509,W213530072493001,1216,Bharuch,Hansot,Utraj,4.565917125904647e-05,6.069012258706387e-07,0.75,0.05372011818426,0.1875,0.2710182767624021,0.0234710743801652,0.0160714285714285,0.0325714285714285,0.0037919363108518,0.099009900990099,0.0552268244575936,0.1035375323554788,0.0275025876090492,0.0249110320284697,0.0448430493273542,0.2384341637010676,0.0758620689655172,0.6232155163926358,0.562570943801447,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
510,510,W220736072401101,1217,Bharuch,Jambusar,Chhindra,4.741556673784438e-05,6.037914125740957e-07,0.75,0.0296803652968036,0.140625,0.1080939947780678,0.0171900826446281,0.00625,0.0251428571428571,0.0037919363108518,0.0641730839750641,0.0749506903353057,0.0534943917169974,0.0078367588348366,0.0806642941874258,0.0,0.1708185053380783,0.0416642918210316,0.6232155163926358,0.4067037318779536,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
511,511,W221105072355001,1218,Bharuch,Jambusar,Dahegam,4.770015107944741e-05,6.037261869082149e-07,0.75,0.0408272898200376,0.0,0.216710182767624,0.0312947658402203,0.0023214285714285,0.0034285714285714,0.0037919363108518,0.11001100110011,0.0591715976331361,0.1138912855910267,0.0065059884666568,0.0557532621589561,0.0,0.1281138790035587,0.0575092618979766,0.6232155163926358,0.6148832650060496,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
512,512,W221137072382201,1219,Bharuch,Jambusar,Kavi,4.431785729050835e-05,6.043568824841197e-07,1.0,0.0631211388665055,0.28125,0.1879895561357702,0.037465564738292,0.0241071428571428,0.0714285714285714,0.0037919363108518,0.055005500550055,0.0236686390532544,0.0698878343399482,0.0223273695105722,0.4934756820877817,0.0,0.1601423487544483,0.0892561983471074,0.6232155163926358,0.3457117184269236,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
513,513,W220930072453001,1220,Bharuch,Jambusar,Sarod,4.761939805027075e-05,6.059713872200306e-07,0.75,0.0416330915928015,0.296875,0.1655352480417754,0.0202754820936639,0.0085714285714285,0.0045714285714285,0.0037919363108518,0.0843417675100843,0.039447731755424,0.0957722174288179,0.020700872393908,0.0023724792408066,0.0448430493273542,0.1565836298932384,0.0587061840980336,0.6232155163926358,0.4912854208467134,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514,514,W215930072403001,1221,Bharuch,Jambusar,Tankari,4.702862229067198e-05,6.047969184212968e-07,0.75,0.1841525651356433,0.0,0.445953002610966,0.1915151515151515,0.0405357142857142,0.0417142857142857,0.0037919363108518,0.3483681701503484,0.0986193293885601,0.365832614322692,0.0940411060180393,0.1921708185053381,0.0448430493273542,0.1565836298932384,0.2613280136791108,0.6232155163926358,1.7464620421944372,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
515,515,W214330072450001,1222,Bharuch,Vagra,Bhensli,4.612662941651141e-05,6.059270446155755e-07,0.75,0.0224550094010206,0.015625,0.0762402088772846,0.0210468319559228,0.0026785714285714,0.004,0.0037919363108518,0.044004400440044,0.0552268244575936,0.0405522001725625,0.0119769333136182,0.0118623962040332,0.0,0.1245551601423487,0.0314049586776859,0.6232155163926358,0.3043310818514902,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
516,516,W214030072333001,1223,Bharuch,Vagra,Luhara,4.594789239850317e-05,6.032130602560491e-07,0.75,0.0282299221058286,0.0,0.0892950391644908,0.0202754820936639,0.0116071428571428,0.0251428571428571,0.0037919363108518,0.0421708837550421,0.0355029585798816,0.0491803278688524,0.0128641135590714,0.096085409252669,0.0448430493273542,0.099644128113879,0.0396124251923625,0.6232155163926358,0.2903967407119988,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
517,517,W214730072400501,1224,Bharuch,Vagra,Nirnavi,4.6366187619492245e-05,6.046474824882399e-07,0.75,0.0201450443190975,0.15625,0.0934725848563968,0.009366391184573,0.0003571428571428,0.012,0.0037919363108518,0.0476714338100476,0.0591715976331361,0.0431406384814495,0.0062102617181724,0.0201660735468564,0.0448430493273542,0.1103202846975088,0.0281561698489598,0.6232155163926358,0.3248056118567831,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
518,518,W213545073100901,1225,Bharuch,Valia,Jokhla,4.58301816959396e-05,6.131013254452496e-07,0.75,0.0280419016921837,0.0,0.1530026109660574,0.0202754820936639,0.0058928571428571,0.008,0.0037919363108518,0.0605060506050605,0.0315581854043392,0.0724762726488352,0.0136034304302824,0.0011862396204033,0.0448430493273542,0.2562277580071174,0.0393274437161584,0.6232155163926358,0.3760481813710722,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
519,519,W213450073040501,1226,Bharuch,Valia,Kondh,4.562491447020863e-05,6.103143859750295e-07,0.75,0.0279344614558152,0.0,0.1624020887728459,0.0141046831955922,0.0114285714285714,0.0205714285714285,0.0037919363108518,0.088008800880088,0.0276134122287968,0.1061259706643658,0.002217950613633,0.0154211150652431,0.0448430493273542,0.1494661921708185,0.0392134511256768,0.6232155163926358,0.5041500102958917,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
520,520,W214600072090001,1227,Bhavnagar,Bhavnagar,Bhavnagar1,4.629498717451638e-05,5.976963249655094e-07,0.5,0.0353209777061509,0.0,0.1592689295039164,0.0265564738292011,0.0116071428571428,0.0171428571428571,0.0037919363108518,0.066006600660066,0.0788954635108481,0.0534943917169974,0.02217950613633,0.0047449584816132,0.0,0.1423487544483985,0.0497007694499857,0.6232155163926358,0.4165656648168095,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521,521,W213235071335501,1228,Bhavnagar,Gariadhar,Gariyadhar,4.551106740008674e-05,5.898058771728111e-07,0.75,0.0697018533440773,0.0,0.1274151436031331,0.0578512396694214,0.0507142857142857,0.0874285714285714,0.0037919363108518,0.1503483681701503,0.0867850098619329,0.1458153580672994,0.0341564394499482,0.0011862396204033,0.0448430493273542,0.3238434163701067,0.0986035907666001,0.6232155163926358,0.8148054927307598,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
522,522,W214954071455801,1229,Bhavnagar,Jafrabad,Timbi2,4.328919464041598e-05,5.849091112940481e-07,1.0,0.0218909481600859,0.125,0.0381201044386423,0.0171900826446281,0.01,0.0171428571428571,0.0037919363108518,0.0476714338100476,0.0315581854043392,0.0578084555651423,0.0127162501848292,0.0023724792408066,0.0,0.1601423487544483,0.0306070105443146,0.6232155163926358,0.3159101313279314,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
523,523,W211128071554401,1230,Bhavnagar,Mahuva,Bora,4.420712136587971e-05,5.939955210306286e-07,1.0,0.0394842868654311,0.3125,0.2548302872062663,0.008595041322314,0.0089285714285714,0.0314285714285714,0.0037919363108518,0.0146681334800146,0.0118343195266272,0.0301984469370146,0.048055596628715,0.0023724792408066,0.1345291479820627,0.0818505338078291,0.0556283841550299,0.6232155163926358,0.1533994312583278,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
524,524,W210815071393001,1231,Bhavnagar,Mahuva,Dudhala,4.413182138841928e-05,5.909914790841619e-07,0.75,0.0682245500940102,0.0,0.1592689295039164,0.0595041322314049,0.0275,0.0954285714285714,0.0037919363108518,0.154015401540154,0.0867850098619329,0.1501294219154443,0.0316427620878308,0.0047449584816132,0.0,0.3594306049822064,0.0964947278426902,0.6232155163926358,0.8324931545081538,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525,525,W211250071530001,1232,Bhavnagar,Mahuva,Longadi,4.4379113010197625e-05,5.941781935763824e-07,0.7999999999999998,0.0204136449100188,0.0,0.1530026109660574,0.008595041322314,0.0071428571428571,0.0034285714285714,0.0037919363108518,0.0256692335900256,0.039447731755424,0.0284728213977566,0.0141948839272512,0.0344009489916963,0.0269058295964125,0.2419928825622775,0.0284981476204046,0.6232155163926358,0.215357897119362,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526,526,W211150071330001,1233,Bhavnagar,Mahuva,Motivadal,4.4304777145955974e-05,5.896088034509314e-07,0.75,0.0330378726833199,0.0,0.210443864229765,0.0203856749311294,0.0116071428571428,0.0142857142857142,0.0037919363108518,0.0806747341400806,0.0631163708086785,0.0785159620362381,0.0146384740499778,0.0083036773428232,0.0,0.2633451957295373,0.0464519806212596,0.6232155163926358,0.4797063713702725,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
527,527,W255955075410001,1234,Bhavnagar,Mahuva1,Mahuva,4.399178907165189e-05,5.922925887339678e-07,1.0,0.1361804995970991,0.34375,0.235509138381201,0.1228650137741046,0.0553571428571428,0.0411428571428571,0.0037919363108518,0.0403373670700403,0.0236686390532544,0.0534943917169974,0.1515599585982552,0.0023724792408066,0.0448430493273542,0.1494661921708185,0.193103448275862,0.6232155163926358,0.2784986036728253,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
528,528,W213300071431501,1235,Bhavnagar,Palitana,Panchpipla,4.551181612630985e-05,5.919921438580327e-07,0.75,0.0412301907064195,0.0,0.210443864229765,0.0312947658402203,0.0116071428571428,0.0205714285714285,0.0037919363108518,0.0641730839750641,0.039447731755424,0.0724762726488352,0.031051308590862,0.0011862396204033,0.0448430493273542,0.199288256227758,0.0580792248503847,0.6232155163926358,0.3957720472487843,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
529,529,W212530071544501,1236,Bhavnagar,Palitana,Sajnasar,4.511579123690658e-05,5.945629843237889e-07,0.75,0.0212194466827827,0.0,0.1274151436031331,0.0101377410468319,0.0092857142857142,0.02,0.0037919363108518,0.0458379171250458,0.0433925049309664,0.0491803278688524,0.0115333431908916,0.0035587188612099,0.0,0.1779359430604982,0.0296380735252208,0.6232155163926358,0.3101206065897108,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
530,530,W212837071482201,1237,Bhavnagar,Palitana,Vadal,4.517956630067715e-05,5.937360693330629e-07,0.75,0.0265914585012087,0.0,0.1467362924281984,0.0117906336088154,0.01,0.0485714285714285,0.0037919363108518,0.066006600660066,0.0591715976331361,0.0638481449525453,0.011089753068165,0.0011862396204033,0.0,0.2669039145907473,0.0372755770874893,0.6232155163926358,0.409706388388276,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
531,531,W214115071453001,1238,Bhavnagar,Sihor,Sandhida,4.600050836459244e-05,5.924461243916745e-07,0.75,0.0239054525919957,0.0,0.1785900783289817,0.0109090909090909,0.0085714285714285,0.0057142857142857,0.0037919363108518,0.0623395672900623,0.0552268244575936,0.0621225194132873,0.0100547094484696,0.0035587188612099,0.0,0.1708185053380783,0.033456825306355,0.6232155163926358,0.3927693907384619,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
532,532,W211315071570001,1239,Bhavnagar,Talaja,Datha,4.4381181409124465e-05,5.950459118994649e-07,0.75,0.0385441847972065,0.21875,0.0637075718015665,0.0343801652892562,0.0089285714285714,0.0045714285714285,0.0037919363108518,0.0403373670700403,0.0433925049309664,0.0431406384814495,0.0331213958302528,0.0106761565836298,0.0448430493273542,0.0676156583629893,0.0542604730692505,0.6232155163926358,0.2853578801013589,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
533,533,W212200072010001,1240,Bhavnagar,Talaja,Talaja2,4.4900486293408354e-05,5.96004756308767e-07,0.75,0.05372011818426,0.0,0.1211488250652741,0.0524517906336088,0.0228571428571428,0.0491428571428571,0.0037919363108518,0.1448478181151448,0.0828402366863905,0.1415012942191544,0.0167085612893686,0.0011862396204033,0.0,0.3416370106761566,0.0758620689655172,0.6232155163926358,0.7872558980145092,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
534,534,W212530072054501,1241,Bhavnagar,Talaja,Trapaj,4.510089192695096e-05,5.970769930295232e-07,0.5,0.0396185871608917,0.0,0.1467362924281984,0.017961432506887,0.0285714285714285,0.1,0.0037919363108518,0.1228456178951228,0.1301775147928994,0.091458153580673,0.0085760757060476,0.0011862396204033,0.0,0.2633451957295373,0.0557993730407523,0.6232155163926358,0.7004222166630077,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
535,535,W214954071455801,1242,Bhavnagar,Umrala,Timbi2,4.329392563287045e-05,5.849313864691659e-07,0.75,0.0714477571850658,0.25,0.1274151436031331,0.0509090909090909,0.0260714285714285,0.128,0.0037919363108518,0.0715071507150715,0.0315581854043392,0.084555651423641,0.0609197101877864,0.0094899169632265,0.0448430493273542,0.1565836298932384,0.1010544314619549,0.6232155163926358,0.425573634347776,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
536,536,W220550071535001,1243,Bhavnagar,Vallabhipur,Lonjdhara,4.739837714616794e-05,5.942743505819454e-07,0.75,0.0388127853881278,0.1875,0.1655352480417754,0.0234710743801652,0.005,0.044,0.0037919363108518,0.0513384671800513,0.0315581854043392,0.0621225194132873,0.0351914830696436,0.0011862396204033,0.0896860986547085,0.3167259786476868,0.0546594471359361,0.6232155163926358,0.3335977931053259,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
537,537,W215300071523001,1244,Bhavnagar,Vallabhipur,Vallbhipur,4.67282740141735e-05,5.94074442730301e-07,1.0,0.1298683857104485,0.28125,0.1785900783289817,0.1056749311294765,0.0994642857142857,0.0331428571428571,0.0037919363108518,0.0531719838650531,0.019723865877712,0.0698878343399482,0.1522992754694662,0.0071174377224199,0.0448430493273542,0.1530249110320284,0.1840980336278141,0.6232155163926358,0.3358497854880676,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
538,538,W220900071533001,1245,Botad,Barwala,Barvala,4.758172242023152e-05,5.942541817483418e-07,1.0,0.19836153639538,0.90625,0.3947780678851175,0.1314600550964187,0.1741071428571428,0.0182857142857142,0.0037919363108518,0.055005500550055,0.0236686390532544,0.0698878343399482,0.2365813987875203,0.0130486358244365,0.179372197309417,0.2846975088967971,0.2815047021943573,0.6232155163926358,0.3457117184269236,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
539,539,W220105071420001,1246,Botad,Gadhada,Ningala,4.713062546921993e-05,5.916550993828852e-07,0.75,0.0190706419554123,0.125,0.0830287206266318,0.008595041322314,0.0071428571428571,0.0062857142857142,0.0037919363108518,0.0201686835350201,0.019723865877712,0.0327868852459016,0.017004288037853,0.0011862396204033,0.0448430493273542,0.1459074733096085,0.0266172698774579,0.6232155163926358,0.1837358942024765,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
540,540,W220330071380001,1247,Botad,Gadhada,Tatam,4.7268328529476825e-05,5.907510707045515e-07,0.75,0.1282567821649207,0.0,0.1718015665796344,0.1330027548209366,0.0535714285714285,0.1028571428571428,0.0037919363108518,0.3428676200953429,0.1735700197238658,0.3201035375323555,0.04435901227266,0.0035587188612099,0.0448430493273542,0.2811387900355871,0.1818181818181818,0.6232155163926358,1.746349553192322,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
541,541,W221610071420001,1248,Botad,Ranpur,Kundali,4.799008385622587e-05,5.916550993828852e-07,0.75,0.0273166800966962,0.125,0.0955613577023498,0.018732782369146,0.0032142857142857,0.0102857142857142,0.0037919363108518,0.0586725339200586,0.039447731755424,0.0664365832614322,0.0136034304302824,0.0011862396204033,0.0448430493273542,0.2135231316725978,0.0383015104018238,0.6232155163926358,0.371009320760432,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
542,542,W221830071413001,1249,Botad,Ranpur,Rajpada,4.812303882982228e-05,5.915420958489452e-07,0.75,0.1090518399140478,0.71875,0.1399477806788511,0.0931129476584022,0.04,0.0314285714285714,0.0037919363108518,0.2071873854052071,0.2169625246548323,0.1415012942191544,0.062102617181724,0.0344009489916963,0.0448430493273542,0.2633451957295373,0.1545169563978341,0.6232155163926358,1.1225616179356137,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
543,543,W221615073430001,1250,Chhota udepur,Bodeli,Bodeli,4.800972715023252e-05,6.189876366813001e-07,0.75,0.061778135911899,0.0,0.235509138381201,0.0609366391184573,0.0028571428571428,0.012,0.0037919363108518,0.0788412174550788,0.0631163708086785,0.0767903364969801,0.0482034600029572,0.0071174377224199,0.0,0.1281138790035587,0.0873183243089199,0.6232155163926358,0.4726313066593146,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
544,544,W221240073442901,1251,Chhota udepur,Bodeli,Govindpura,4.78057932725701e-05,6.193182399524366e-07,0.75,0.208890679559495,0.3125,0.1530026109660574,0.2500275482093664,0.0394642857142857,0.0131428571428571,0.0037919363108518,0.3529519618628529,0.1775147928994083,0.3295944779982744,0.1352949874316131,0.0059311981020166,0.0448430493273542,0.1067615658362989,0.2964947278426902,0.6232155163926358,1.7951243420414458,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
545,545,W222200074123001,1252,Chhota udepur,Chhota udaipur,Ferkuva,4.831308093003113e-05,6.257500872671507e-07,0.75,0.0240666129465484,0.015625,0.0986945169712793,0.0164187327823691,0.0067857142857142,0.0234285714285714,0.0037919363108518,0.0687568756875687,0.0986193293885601,0.0457290767903365,0.004435901227266,0.0047449584816132,0.0448430493273542,0.2099644128113879,0.0336848104873183,0.6232155163926358,0.4340375383117799,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
546,546,W222200074043001,1253,Chhota udepur,Chhota udaipur,Ghamodi,4.833072215063026e-05,6.238399651682058e-07,0.75,0.0132957292506043,0.015625,0.1080939947780678,0.0030853994490358,0.0008928571428571,0.008,0.0037919363108518,0.033003300330033,0.0512820512820512,0.0301984469370146,0.0042880378530238,0.0011862396204033,0.0448430493273542,0.2597864768683274,0.0184098033627814,0.6232155163926358,0.2520187606468879,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
547,547,W223100073563001,1254,Chhota udepur,Chhota udaipur,Kevadi,4.885544589821834e-05,6.219535738208804e-07,0.75,0.0182648401826484,0.0,0.1174934725848563,0.0125619834710743,0.00125,0.0142857142857142,0.0037919363108518,0.0568390172350568,0.0710059171597633,0.0474547023295944,0.0034008576075706,0.0047449584816132,0.0448430493273542,0.2206405693950177,0.0246793958392704,0.6232155163926358,0.3720790724507453,Moderate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
548,548,W221200073540001,1255,Chhota udepur,Jetpur pavi,Bhindol,4.775632264038611e-05,6.214487190307076e-07,0.8250000000000002,0.05372011818426,0.359375,0.3216710182767623,0.018732782369146,0.0030357142857142,0.0,0.0037919363108518,0.0806747341400806,0.0276134122287968,0.0974978429680759,0.0371137069347922,0.0011862396204033,0.0448430493273542,0.2028469750889679,0.0758620689655172,0.6232155163926358,0.4687746867411032,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
549,549,W220040074050001,1256,Chhota udepur,Kavant,Moti chikhali,4.712069168422519e-05,6.23937464656289e-07,0.75,0.0162771958098307,0.0,0.1655352480417754,0.0124517906336088,0.0026785714285714,0.0194285714285714,0.0037919363108518,0.0733406674000733,0.0552268244575936,0.0742018981880932,0.0041401744787816,0.0011862396204033,0.0448430493273542,0.2384341637010676,0.0226275292106013,0.6232155163926358,0.4422948437151661,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
550,550,W221200074023001,1257,Chhota udepur,Kavant,Panwad,4.778746828373069e-05,6.232635113102888e-07,0.75,0.0333064732742412,0.09375,0.1336814621409921,0.0195041322314049,0.0158928571428571,0.0005714285714285,0.0037919363108518,0.0898423175650898,0.0986193293885601,0.0698878343399482,0.0079846222090788,0.0106761565836298,0.0,0.0818505338078291,0.0468509546879452,0.6232155163926358,0.5330884442651879,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
551,551,W220400074083001,1258,Chhota udepur,Kavant,Vagudan,4.731228354515064e-05,6.243224452497084e-07,0.75,0.0228310502283105,0.015625,0.1080939947780678,0.0156473829201101,0.0003571428571428,0.024,0.0037919363108518,0.0623395672900623,0.1183431952662722,0.0284728213977566,0.0041401744787816,0.0130486358244365,0.0448430493273542,0.2775800711743772,0.031974921630094,0.6232155163926358,0.4125965558964825,Unsafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
